Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal
male,36-45,free,vacation/others,alto riesgo,5381,48,No_tiene / moderate,,moderate,desempleado,43-48,0.5,1.0,0.6147386076544852,1.0,1.0,5.114738607654485,1.0
male,0-25,own,furniture/equipment,alto riesgo,5511,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
female,26-35,own,furniture/equipment,alto riesgo,3749,24,little / rich,little,rich,cualificado,19-24,0.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667
male,0-25,own,car,bajo riesgo,685,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,0.0,1.9664711864619298,0.3844714925448973
male,26-35,own,car,bajo riesgo,1494,4,No_tiene / rich,,rich,no cualificado,0-6,0.0,1.0,0.031165420706838875,0.6,0.0,1.631165420706839,0.3189147180005858
male,26-35,own,furniture/equipment,alto riesgo,2746,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
male,36-45,own,furniture/equipment,alto riesgo,708,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612
female,46-55,own,furniture/equipment,alto riesgo,4351,24,No_tiene / moderate,,moderate,no cualificado,19-24,0.5,1.0,0.26758052058674353,0.6,1.0,4.367580520586744,0.8539205726076444
male,26-35,own,education,bajo riesgo,701,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355
female,26-35,own,furniture/equipment,alto riesgo,3643,15,little / little,little,little,no cualificado,13-18,0.75,0.75,0.1522335991272839,0.6,1.0,4.252233599127283,0.8313687023543264
male,26-35,own,car,bajo riesgo,4249,30,little / moderate,little,moderate,muy cualificado,25-30,0.5,0.75,0.34974096978557817,0.0,0.0,2.5997409697855782,0.5082842290112195
male,26-35,own,radio/TV,alto riesgo,1938,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,3.0675805205867435,0.599753136161434
male,26-35,free,car,bajo riesgo,2910,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547
male,26-35,own,furniture/equipment,alto riesgo,2659,18,rich / little,rich,little,cualificado,13-18,0.75,0.0,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897
female,36-45,own,car,bajo riesgo,1028,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866
male,36-45,own,car,bajo riesgo,3398,8,little / little,little,little,no cualificado,7-12,0.75,0.75,0.0715993349974727,0.6,0.0,3.1715993349974725,0.6200902095467794
male,46-55,rent,furniture/equipment,alto riesgo,5801,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,4.41647118646193,0.8634793535396785
female,26-35,own,car,bajo riesgo,1525,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,0.0,1.5675805205867437,0.3064830171850374
male,26-35,own,radio/TV,alto riesgo,4473,36,little / rich,little,rich,cualificado,31-36,0.0,0.75,0.43527528164806206,0.3,1.0,3.485275281648062,0.6814180643429476
male,26-35,own,radio/TV,alto riesgo,1068,6,little / moderate,little,moderate,cualificado,0-6,0.5,0.75,0.050697028491100485,0.3,1.0,2.6006970284911004,0.5084711513114307
male,66+,free,car,bajo riesgo,6615,24,little / little,little,little,muy cualificado,19-24,0.75,0.75,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547
female,26-35,own,education,bajo riesgo,1864,18,moderate / No_tiene,moderate,,cualificado,13-18,1.0,0.5,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596
female,0-25,own,car,bajo riesgo,7408,60,moderate / moderate,moderate,moderate,muy cualificado,55-60,0.5,0.5,0.8034937533355228,0.0,0.0,2.803493753335523,0.5481206310601957
female,0-25,rent,car,bajo riesgo,11590,48,moderate / No_tiene,moderate,,no cualificado,43-48,1.0,0.5,0.6147386076544852,0.6,0.0,3.714738607654485,0.7262812222886965
male,0-25,rent,furniture/equipment,alto riesgo,4110,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
male,36-45,rent,furniture/equipment,alto riesgo,3384,6,little / little,little,little,muy cualificado,0-6,0.75,0.75,0.050697028491100485,0.0,1.0,3.5506970284911006,0.6942088933298154
female,0-25,own,radio/TV,alto riesgo,2101,13,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.12821328485306516,0.6,1.0,2.9782132848530654,0.5822806429239623
female,0-25,rent,domestic appliances,alto riesgo,1275,15,No_tiene / little,,little,cualificado,13-18,0.75,1.0,0.1522335991272839,0.3,1.0,3.202233599127284,0.6260796190708489
male,26-35,own,furniture/equipment,alto riesgo,4169,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649
male,26-35,own,furniture/equipment,alto riesgo,1521,10,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.09358387076573756,0.6,1.0,2.9435838707657376,0.5755101279976467
female,0-25,free,education,bajo riesgo,5743,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,0.0,2.8175805205867435,0.5508747829987012
female,26-35,rent,furniture/equipment,alto riesgo,3599,21,little / little,little,little,no cualificado,19-24,0.75,0.75,0.22796289202471912,0.6,1.0,4.327962892024719,0.8461747948463461
male,0-25,rent,radio/TV,alto riesgo,3213,18,quite rich / moderate,quite rich,moderate,cualificado,13-18,0.5,0.25,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897
male,26-35,own,business,bajo riesgo,4439,18,little / moderate,little,moderate,muy cualificado,13-18,0.5,0.75,0.18946457081379978,0.0,0.0,2.4394645708138,0.47694804328084495
male,36-45,own,car,bajo riesgo,3949,10,little / rich,little,rich,no cualificado,7-12,0.0,0.75,0.09358387076573756,0.6,0.0,2.4435838707657376,0.4777534216721811
female,36-45,own,radio/TV,alto riesgo,1459,15,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.1522335991272839,0.6,1.0,3.5022335991272837,0.6847336428661281
male,0-25,own,radio/TV,alto riesgo,882,13,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.12821328485306516,0.3,1.0,2.678213284853065,0.5236266191286829
female,0-25,rent,radio/TV,alto riesgo,3758,24,quite rich / moderate,quite rich,moderate,desempleado,19-24,0.5,0.25,0.26758052058674353,1.0,1.0,4.017580520586744,0.7854908781798186
male,26-35,own,business,bajo riesgo,1743,6,moderate / No_tiene,moderate,,no cualificado,0-6,1.0,0.5,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185
male,26-35,free,education,bajo riesgo,1136,9,rich / moderate,rich,moderate,cualificado,7-12,0.5,0.0,0.0824692444233059,0.3,0.0,0.882469244423306,0.1725345735366892
female,0-25,rent,domestic appliances,alto riesgo,1236,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,1.0,3.132469244423306,0.6124397520012841
female,26-35,own,furniture/equipment,alto riesgo,959,9,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0824692444233059,0.3,1.0,2.632469244423306,0.5146830456758186
male,36-45,own,car,bajo riesgo,3229,18,No_tiene / No_tiene,,,muy cualificado,13-18,1.0,1.0,0.18946457081379978,0.0,0.0,3.1894645708138,0.6235831027690433
male,26-35,rent,radio/TV,alto riesgo,6199,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,3.91647118646193,0.7657226472142129
male,46-55,free,education,bajo riesgo,727,10,quite rich / No_tiene,quite rich,,cualificado,7-12,1.0,0.25,0.09358387076573756,0.3,0.0,1.6435838707657375,0.32134269155143624
male,0-25,own,car,bajo riesgo,1246,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,0.0,2.1175805205867437,0.4140153941430495
male,46-55,own,radio/TV,alto riesgo,2331,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,1.0,4.41647118646193,0.8634793535396785
male,26-35,own,radio/TV,alto riesgo,4463,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,1.0,4.185275281648062,0.8182774531985993
male,26-35,own,radio/TV,alto riesgo,776,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,3.16647118646193,0.6190875877260147
female,0-25,rent,furniture/equipment,alto riesgo,2406,30,little / little,little,little,cualificado,25-30,0.75,0.75,0.34974096978557817,0.3,1.0,4.149740969785578,0.8113300186201625
male,56-65,free,education,bajo riesgo,1239,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596
male,36-45,own,radio/TV,alto riesgo,3399,12,No_tiene / rich,,rich,muy cualificado,7-12,0.0,1.0,0.11647118646192987,0.0,1.0,3.11647118646193,0.6093119170934681
female,36-45,own,car,bajo riesgo,2247,12,little / rich,little,rich,cualificado,7-12,0.0,0.75,0.11647118646192987,0.3,0.0,1.16647118646193,0.2280607624241525
male,0-25,rent,furniture/equipment,alto riesgo,1766,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964
male,0-25,own,furniture/equipment,alto riesgo,2473,18,little / little,little,little,desempleado,13-18,0.75,0.75,0.18946457081379978,1.0,1.0,4.6894645708138,0.9168532217454398
male,36-45,own,business,bajo riesgo,1542,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355
male,26-35,own,car,bajo riesgo,3850,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897
female,0-25,rent,furniture/equipment,alto riesgo,3650,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,3.9894645708137997,0.7799938328897881
male,36-45,own,furniture/equipment,alto riesgo,3446,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
female,36-45,rent,furniture/equipment,alto riesgo,3001,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,1.0,3.7394645708137997,0.7311154797270553
male,36-45,own,car,bajo riesgo,3079,36,No_tiene / No_tiene,,,cualificado,31-36,1.0,1.0,0.43527528164806206,0.3,0.0,3.735275281648062,0.7302964175056803
male,26-35,own,radio/TV,alto riesgo,6070,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209
female,0-25,rent,furniture/equipment,alto riesgo,2146,10,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.09358387076573756,0.3,1.0,3.1435838707657373,0.6146128105278328
male,56-65,free,car,bajo riesgo,13756,60,No_tiene / No_tiene,,,muy cualificado,55-60,1.0,1.0,0.8034937533355228,0.0,0.0,3.803493753335523,0.7436340437111267
female,56-65,free,vacation/others,alto riesgo,14782,60,moderate / moderate,moderate,moderate,muy cualificado,55-60,0.5,0.5,0.8034937533355228,0.0,1.0,3.803493753335523,0.7436340437111267
female,36-45,rent,business,bajo riesgo,7685,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,0.0,3.414738607654485,0.6676271984934171
male,26-35,own,radio/TV,alto riesgo,2320,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209
male,36-45,free,radio/TV,alto riesgo,846,7,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.060998429322433954,0.3,1.0,3.360998429322434,0.6571202728312483
male,56-65,free,car,bajo riesgo,14318,36,little / moderate,little,moderate,muy cualificado,31-36,0.5,0.75,0.43527528164806206,0.0,0.0,2.685275281648062,0.5250073342222027
female,46-55,own,car,bajo riesgo,362,6,moderate / No_tiene,moderate,,no cualificado,0-6,1.0,0.5,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185
male,36-45,own,furniture/equipment,alto riesgo,2212,20,No_tiene / little,,little,cualificado,19-24,0.75,1.0,0.2149992768057157,0.3,1.0,3.2649992768057157,0.6383511509111074
female,36-45,free,car,bajo riesgo,12976,18,little / moderate,little,moderate,muy cualificado,13-18,0.5,0.75,0.18946457081379978,0.0,0.0,2.4394645708138,0.47694804328084495
female,0-25,rent,car,bajo riesgo,1283,22,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.24105060246695362,0.3,0.0,2.5410506024669535,0.4968094750070185
male,26-35,own,car,bajo riesgo,1330,12,little / rich,little,rich,cualificado,7-12,0.0,0.75,0.11647118646192987,0.3,0.0,1.16647118646193,0.2280607624241525
male,26-35,own,business,bajo riesgo,4272,30,moderate / No_tiene,moderate,,no cualificado,25-30,1.0,0.5,0.34974096978557817,0.6,0.0,3.4497409697855783,0.6744706297645109
female,0-25,own,radio/TV,alto riesgo,2238,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897
female,0-25,rent,radio/TV,alto riesgo,1126,18,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.18946457081379978,0.3,1.0,3.4894645708137997,0.6822371265643226
male,36-45,own,furniture/equipment,alto riesgo,7374,18,little / moderate,little,moderate,muy cualificado,13-18,0.5,0.75,0.18946457081379978,0.0,1.0,3.4394645708138,0.672461455931776
male,26-35,own,business,bajo riesgo,2326,15,quite rich / moderate,quite rich,moderate,cualificado,13-18,0.5,0.25,0.1522335991272839,0.3,0.0,2.202233599127284,0.4305662064199178
female,26-35,own,business,bajo riesgo,1449,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,0.0,2.132469244423306,0.41692633935035306
male,26-35,own,car,bajo riesgo,1820,18,little / No_tiene,little,,muy cualificado,13-18,1.0,0.75,0.18946457081379978,0.0,0.0,1.9394645708137999,0.3791913369553794
female,0-25,rent,furniture/equipment,alto riesgo,983,12,rich / moderate,rich,moderate,no cualificado,7-12,0.5,0.0,0.11647118646192987,0.6,1.0,2.2164711864619298,0.4333498457076301
male,36-45,free,car,bajo riesgo,3249,36,little / little,little,little,muy cualificado,31-36,0.75,0.75,0.43527528164806206,0.0,0.0,2.935275281648062,0.5738856873849355
female,26-35,own,radio/TV,alto riesgo,1957,6,little / little,little,little,cualificado,0-6,0.75,0.75,0.050697028491100485,0.3,1.0,2.8506970284911004,0.5573495044741635
male,26-35,own,furniture/equipment,alto riesgo,2406,9,little / No_tiene,little,,muy cualificado,7-12,1.0,0.75,0.0824692444233059,0.0,1.0,3.832469244423306,0.7492991408569359
male,26-35,rent,education,bajo riesgo,11760,39,moderate / moderate,moderate,moderate,cualificado,37-42,0.5,0.5,0.4791577674336024,0.3,0.0,2.779157767433602,0.5433626194062862
female,46-55,free,furniture/equipment,alto riesgo,2578,12,little / little,little,little,muy cualificado,7-12,0.75,0.75,0.11647118646192987,0.0,1.0,3.61647118646193,0.7070686234189336
male,46-55,own,furniture/equipment,alto riesgo,2348,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
male,46-55,rent,car,bajo riesgo,1223,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,0.0,1.66647118646193,0.32581746874961803
female,36-45,own,radio/TV,alto riesgo,1516,24,rich / No_tiene,rich,,no cualificado,19-24,1.0,0.0,0.26758052058674353,0.6,1.0,2.8675805205867437,0.5606504536312478
male,36-45,own,radio/TV,alto riesgo,1473,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897
male,26-35,own,business,bajo riesgo,1887,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596
male,26-35,own,business,bajo riesgo,8648,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,3.3175805205867435,0.6486314893241667
male,26-35,own,car,bajo riesgo,802,14,little / No_tiene,little,,no cualificado,13-18,1.0,0.75,0.14013759084016558,0.6,0.0,2.4901375908401655,0.48685529835552865
male,36-45,own,car,bajo riesgo,2899,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,2.9894645708137997,0.584480420238857
male,0-25,own,radio/TV,alto riesgo,2039,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,1.0,2.817580520586744,0.5508747829987013
male,36-45,own,car,bajo riesgo,2197,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684
male,26-35,own,radio/TV,alto riesgo,1053,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,1.0,2.952233599127284,0.5772012659081162
male,26-35,own,radio/TV,alto riesgo,3235,24,quite rich / No_tiene,quite rich,,muy cualificado,19-24,1.0,0.25,0.26758052058674353,0.0,1.0,3.5175805205867436,0.6877341718543529
male,26-35,own,car,bajo riesgo,939,12,quite rich / rich,quite rich,rich,cualificado,7-12,0.0,0.25,0.11647118646192987,0.3,0.0,0.6664711864619299,0.13030405609868695
female,0-25,own,radio/TV,alto riesgo,1967,24,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.26758052058674353,0.3,1.0,2.817580520586744,0.5508747829987013
male,26-35,own,car,bajo riesgo,7253,33,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.39211886070841423,0.0,0.0,3.1421188607084143,0.6143263814119576
male,36-45,own,business,bajo riesgo,2292,12,little / No_tiene,little,,muy cualificado,7-12,1.0,0.75,0.11647118646192987,0.0,0.0,1.8664711864619299,0.3649201512798042
male,36-45,rent,car,bajo riesgo,1597,10,quite rich / No_tiene,quite rich,,no cualificado,7-12,1.0,0.25,0.09358387076573756,0.6,0.0,1.9435838707657376,0.37999671534671553
female,26-35,own,car,bajo riesgo,1381,24,No_tiene / little,,little,cualificado,19-24,0.75,1.0,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
male,26-35,own,car,bajo riesgo,5842,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,0.0,3.485275281648062,0.6814180643429476
male,26-35,own,car,bajo riesgo,2579,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,3.21647118646193,0.6288632583585613
female,0-25,rent,education,bajo riesgo,8471,18,No_tiene / little,,little,cualificado,13-18,0.75,1.0,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897
female,26-35,own,car,bajo riesgo,2782,21,quite rich / No_tiene,quite rich,,muy cualificado,19-24,1.0,0.25,0.22796289202471912,0.0,0.0,2.477962892024719,0.4844749814421235
female,26-35,own,car,bajo riesgo,1042,18,No_tiene / moderate,,moderate,cualificado,13-18,0.5,1.0,0.18946457081379978,0.3,0.0,1.9894645708138,0.38896700758792596
female,0-25,rent,car,bajo riesgo,3186,15,rich / No_tiene,rich,,cualificado,13-18,1.0,0.0,0.1522335991272839,0.3,0.0,2.4522335991272834,0.4794445595826505
male,26-35,own,car,bajo riesgo,2028,12,No_tiene / moderate,,moderate,cualificado,7-12,0.5,1.0,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
male,46-55,own,car,bajo riesgo,958,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,0.0,1.9664711864619298,0.3844714925448973
male,26-35,own,furniture/equipment,alto riesgo,1591,21,moderate / No_tiene,moderate,,muy cualificado,19-24,1.0,0.5,0.22796289202471912,0.0,1.0,2.727962892024719,0.5333533346048562
female,0-25,own,furniture/equipment,alto riesgo,2762,12,No_tiene / moderate,,moderate,cualificado,7-12,0.5,1.0,0.11647118646192987,0.3,1.0,3.91647118646193,0.7657226472142129
male,0-25,rent,car,bajo riesgo,2779,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,0.0,2.7394645708137997,0.5356020670761242
male,26-35,own,radio/TV,alto riesgo,2743,28,little / No_tiene,little,,cualificado,25-30,1.0,0.75,0.3219516401426915,0.3,1.0,4.371951640142692,0.8547751851091331
male,46-55,own,radio/TV,alto riesgo,1149,18,rich / No_tiene,rich,,cualificado,13-18,1.0,0.0,0.18946457081379978,0.3,1.0,2.4894645708137997,0.4867237139133915
male,0-25,own,furniture/equipment,alto riesgo,1313,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,1.0,3.132469244423306,0.6124397520012841
female,46-55,free,repairs,bajo riesgo,1190,18,little / little,little,little,desempleado,13-18,0.75,0.75,0.18946457081379978,1.0,0.0,2.6894645708138,0.5258263964435778
male,66+,own,business,bajo riesgo,3448,5,little / No_tiene,little,,no cualificado,0-6,1.0,0.75,0.04073474570527226,0.6,0.0,3.3907347457052723,0.6629341215269248
male,26-35,own,vacation/others,alto riesgo,11328,24,little / moderate,little,moderate,muy cualificado,19-24,0.5,0.75,0.26758052058674353,0.0,1.0,3.5175805205867436,0.6877341718543529
male,36-45,free,furniture/equipment,alto riesgo,1872,6,little / little,little,little,muy cualificado,0-6,0.75,0.75,0.050697028491100485,0.0,1.0,2.5506970284911006,0.49869548067888425
male,26-35,own,repairs,bajo riesgo,2058,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567
male,0-25,own,furniture/equipment,alto riesgo,2136,9,little / little,little,little,cualificado,7-12,0.75,0.75,0.0824692444233059,0.3,1.0,2.882469244423306,0.5635613988385514
male,0-25,own,radio/TV,alto riesgo,1484,12,No_tiene / moderate,,moderate,cualificado,7-12,0.5,1.0,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819
male,0-25,rent,repairs,bajo riesgo,660,6,quite rich / No_tiene,quite rich,,no cualificado,0-6,1.0,0.25,0.050697028491100485,0.6,0.0,1.9006970284911007,0.3716117624557791
female,36-45,own,car,bajo riesgo,1287,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,0.0,1.5675805205867437,0.3064830171850374
male,56-65,own,repairs,bajo riesgo,3394,42,little / little,little,little,desempleado,37-42,0.75,0.75,0.5237211981383231,1.0,0.0,4.023721198138324,0.7866914630039169
female,26-35,own,business,bajo riesgo,609,12,little / rich,little,rich,desempleado,7-12,0.0,0.75,0.11647118646192987,1.0,0.0,1.8664711864619299,0.3649201512798042
male,36-45,own,car,bajo riesgo,1884,12,little / No_tiene,little,,muy cualificado,7-12,1.0,0.75,0.11647118646192987,0.0,0.0,1.8664711864619299,0.3649201512798042
female,26-35,own,furniture/equipment,alto riesgo,1620,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819
male,26-35,own,vacation/others,alto riesgo,2629,20,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.2149992768057157,0.3,1.0,3.7649992768057157,0.736107857236573
male,36-45,own,education,bajo riesgo,719,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,0.0,2.4664711864619298,0.48222819887036283
female,26-35,own,furniture/equipment,alto riesgo,5096,48,little / moderate,little,moderate,muy cualificado,43-48,0.5,0.75,0.6147386076544852,0.0,1.0,3.864738607654485,0.7556082341863362
female,36-45,rent,education,bajo riesgo,1244,9,No_tiene / No_tiene,,,no cualificado,7-12,1.0,1.0,0.0824692444233059,0.6,0.0,2.6824692444233063,0.5244587163083652
female,26-35,own,car,bajo riesgo,1842,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,2.235275281648062,0.4370262985292837
male,26-35,own,radio/TV,alto riesgo,2576,7,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.060998429322433954,0.3,1.0,3.610998429322434,0.705998625993981
female,46-55,own,furniture/equipment,alto riesgo,1424,12,No_tiene / rich,,rich,muy cualificado,7-12,0.0,1.0,0.11647118646192987,0.0,1.0,2.11647118646193,0.413798504442537
male,56-65,own,repairs,bajo riesgo,1512,15,rich / moderate,rich,moderate,cualificado,13-18,0.5,0.0,0.1522335991272839,0.3,0.0,0.9522335991272839,0.18617444060625393
male,26-35,own,car,bajo riesgo,11054,36,No_tiene / No_tiene,,,muy cualificado,31-36,1.0,1.0,0.43527528164806206,0.0,0.0,3.435275281648062,0.671642393710401
female,26-35,own,radio/TV,alto riesgo,518,6,little / No_tiene,little,,cualificado,0-6,1.0,0.75,0.050697028491100485,0.3,1.0,3.1006970284911004,0.6062278576368964
male,26-35,own,furniture/equipment,alto riesgo,2759,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,1.0,4.16647118646193,0.8146010003769457
male,26-35,own,car,bajo riesgo,2670,24,little / No_tiene,little,,muy cualificado,19-24,1.0,0.75,0.26758052058674353,0.0,0.0,3.0175805205867436,0.5899774655288874
male,26-35,own,car,bajo riesgo,4817,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434
female,26-35,own,car,bajo riesgo,2679,24,little / No_tiene,little,,muy cualificado,19-24,1.0,0.75,0.26758052058674353,0.0,0.0,3.0175805205867436,0.5899774655288874
male,36-45,rent,car,bajo riesgo,3905,11,little / little,little,little,cualificado,7-12,0.75,0.75,0.10492336888023829,0.3,0.0,2.904923368880238,0.5679514813392149
male,26-35,free,car,bajo riesgo,3386,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,2.91647118646193,0.5702092345632819
female,26-35,own,domestic appliances,alto riesgo,343,6,little / little,little,little,cualificado,0-6,0.75,0.75,0.050697028491100485,0.3,1.0,2.8506970284911004,0.5573495044741635
male,26-35,own,radio/TV,alto riesgo,4594,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,4.2394645708138,0.8288721860525209
male,36-45,own,furniture/equipment,alto riesgo,3620,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,4.235275281648062,0.8280531238311459
male,36-45,own,car,bajo riesgo,1721,15,little / little,little,little,cualificado,13-18,0.75,0.75,0.1522335991272839,0.3,0.0,1.952233599127284,0.381687853257185
female,26-35,rent,furniture/equipment,alto riesgo,3017,12,little / moderate,little,moderate,muy cualificado,7-12,0.5,0.75,0.11647118646192987,0.0,1.0,3.36647118646193,0.6581902702562009
male,36-45,own,education,bajo riesgo,754,12,No_tiene / moderate,,moderate,cualificado,7-12,0.5,1.0,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508
male,26-35,own,business,bajo riesgo,1950,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866
male,56-65,own,car,bajo riesgo,2924,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434
