X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,target_raw,target_bad,PD_model,Decision_credito
2,18,4,19,5,3,4,4,1,28,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.1515878004298318,Aprobado automatico
4,24,3,86,1,2,3,2,3,27,1,2,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0.351806994180945,Aprobado automatico
4,14,3,8,1,3,3,2,3,27,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0.22603359280229626,Aprobado automatico
2,18,3,29,5,5,3,4,3,43,3,1,2,1,1,1,0,1,0,0,1,0,0,1,1,0,0.2554153875952513,Aprobado automatico
2,24,2,20,1,2,4,1,2,22,3,1,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0.33029665006850983,Aprobado automatico
4,24,4,22,5,4,3,4,3,43,3,2,2,2,1,0,1,1,0,0,1,0,0,1,1,0,0.017997105200407655,Aprobado automatico
1,15,2,11,1,2,4,2,1,27,3,1,1,1,2,0,0,1,0,0,1,0,0,1,1,0,0.2120226122559548,Aprobado automatico
4,24,2,32,3,5,1,2,3,26,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0.08480519002915923,Aprobado automatico
3,12,4,9,3,4,4,2,1,28,3,3,1,2,1,1,0,1,0,0,1,0,0,1,2,1,0.06775383617006532,Aprobado automatico
2,24,2,20,1,5,2,4,3,20,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.2737217426919959,Aprobado automatico
4,33,4,73,1,4,3,2,3,35,3,2,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0.05016567516769911,Aprobado automatico
4,12,4,23,1,1,3,2,3,42,2,2,1,2,1,0,0,1,0,0,1,0,0,0,2,1,0.09561491091817015,Aprobado automatico
4,10,2,16,3,3,3,2,4,40,3,1,2,1,2,1,0,1,0,1,0,0,1,0,1,0,0.13900052606948393,Aprobado automatico
1,24,2,14,5,3,2,2,2,35,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.6365198337917981,Rechazado
4,36,4,58,1,5,3,2,2,35,3,2,2,2,1,0,1,1,0,0,1,0,0,1,1,0,0.049172759480219284,Aprobado automatico
1,12,2,26,1,2,3,1,1,33,3,1,2,1,1,1,0,1,0,0,1,0,1,0,2,1,0.6873113378225223,Rechazado
1,18,3,85,5,3,2,2,3,23,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0.4031692346966029,Revision manual
4,21,2,28,3,4,2,2,3,31,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0.37744632852624455,Aprobado automatico
2,18,2,10,5,3,2,2,2,33,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.42472541348808135,Revision manual
4,15,2,32,4,4,2,3,3,20,3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.24052280359596956,Aprobado automatico
2,12,2,20,5,3,3,2,3,30,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.10967618875933571,Aprobado automatico
2,12,4,10,1,4,3,3,1,47,3,2,2,1,1,1,0,1,0,0,1,0,1,0,1,0,0.2599906577370777,Aprobado automatico
4,21,3,16,2,4,3,3,1,34,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0.061768873348641666,Aprobado automatico
2,12,2,28,5,5,2,2,2,25,1,1,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0.17508156887216966,Aprobado automatico
2,18,2,28,1,3,4,3,3,21,3,1,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0.17872794321223381,Aprobado automatico
4,28,4,27,1,5,3,2,3,29,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.09798966948265159,Aprobado automatico
4,18,4,11,4,3,3,3,1,46,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.04439527433295606,Aprobado automatico
4,9,2,13,1,5,3,4,3,20,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.07277209599694241,Aprobado automatico
1,18,4,12,1,1,2,4,4,55,3,3,2,1,1,0,0,1,0,0,0,1,0,0,2,1,0.3327009274098995,Aprobado automatico
4,5,2,34,1,4,3,4,1,74,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.08755377121879487,Aprobado automatico
2,24,2,113,1,3,3,3,3,29,1,2,1,2,1,0,0,0,1,0,1,0,0,0,2,1,0.5571419815994622,Rechazado
1,6,4,19,1,1,3,4,4,36,3,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0.1672341065420008,Aprobado automatico
4,24,4,21,1,3,1,2,1,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.08965054916510237,Aprobado automatico
1,9,2,21,1,3,3,2,1,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.3619168945375617,Aprobado automatico
2,12,2,15,5,3,4,1,1,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0.08400903426106712,Aprobado automatico
4,6,2,7,3,4,4,4,1,23,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0.043754557068774534,Aprobado automatico
4,24,4,13,4,5,2,4,1,37,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,0,0.05449893474740775,Aprobado automatico
1,42,4,34,1,1,3,4,3,65,3,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0.5584586465355682,Rechazado
3,12,1,6,1,2,2,1,1,26,3,1,1,1,1,0,0,1,0,0,1,1,0,0,2,1,0.1900954716095987,Aprobado automatico
4,12,2,19,1,5,3,4,3,39,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0.09926376545730414,Aprobado automatico
1,12,2,16,1,3,2,3,2,30,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0.3952475914518199,Aprobado automatico
2,20,3,26,1,3,3,3,3,29,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.4302664913362916,Revision manual
4,12,2,7,1,5,3,4,3,41,1,1,2,1,1,0,0,1,0,0,1,0,1,0,2,1,0.17780792738161355,Aprobado automatico
2,48,4,51,1,3,2,3,3,30,3,1,1,2,1,0,0,1,0,0,1,0,0,0,2,1,0.41772814039524503,Revision manual
4,9,4,12,5,5,2,4,2,41,3,2,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0.028363411361320527,Aprobado automatico
1,36,2,18,1,2,2,4,3,34,3,1,1,2,1,1,0,1,0,0,1,0,0,1,2,1,0.8494977654851488,Rechazado
2,7,2,26,1,3,3,2,1,35,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0.07331056777829265,Aprobado automatico
3,12,2,14,5,5,2,4,1,55,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0.038040159228562506,Aprobado automatico
2,15,3,15,4,3,4,3,2,61,2,2,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.237885097398136,Aprobado automatico
4,36,4,111,5,3,3,2,3,30,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0.03641130298166207,Aprobado automatico
4,6,2,5,1,3,2,1,1,29,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.09717324006268274,Aprobado automatico
4,12,0,28,1,5,3,4,2,34,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.20927899521008192,Aprobado automatico
4,24,2,27,1,5,3,4,3,35,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0.038737883941700614,Aprobado automatico
1,24,2,48,1,4,3,3,2,31,3,1,1,2,1,1,0,0,1,0,1,0,0,1,2,1,0.5436808552763115,Revision manual
4,24,2,27,1,2,2,1,4,29,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0.1161246252661682,Aprobado automatico
1,11,4,39,1,3,3,2,1,36,3,2,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0.5386350529232214,Revision manual
1,12,2,34,1,5,3,4,4,35,3,1,1,2,1,0,1,1,0,0,0,0,0,1,2,1,0.0992006911990192,Aprobado automatico
1,6,2,3,1,2,2,1,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.42324563839606894,Revision manual
4,18,2,46,1,2,3,2,3,32,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.17916996866689527,Aprobado automatico
1,36,2,36,1,3,3,2,2,37,3,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0.4065597000236898,Revision manual
1,15,2,17,1,2,3,3,1,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0.6795740545748138,Rechazado
2,12,2,30,1,2,2,1,1,34,3,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.4008125636404434,Revision manual
2,12,2,8,5,5,3,4,2,38,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.12930094934857506,Aprobado automatico
4,18,2,20,1,4,3,1,3,34,2,2,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.16897470653103666,Aprobado automatico
1,24,2,29,1,3,3,4,4,63,1,1,2,2,1,0,1,0,0,0,1,0,0,1,1,0,0.27374272019606966,Aprobado automatico
1,24,3,17,1,2,2,2,3,29,3,1,1,2,1,0,0,1,0,1,0,0,1,0,2,1,0.5687636746481916,Rechazado
4,48,3,72,5,5,3,3,3,32,1,2,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0.3585177182668177,Aprobado automatico
4,33,3,28,1,3,2,2,3,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.20958262050620258,Aprobado automatico
4,24,3,47,1,4,3,3,3,35,3,2,1,2,1,0,1,1,0,0,1,0,1,0,1,0,0.05770980156732014,Aprobado automatico
2,24,2,31,2,2,4,2,3,22,3,1,1,2,1,0,0,1,0,1,0,0,0,1,2,1,0.4058174615125284,Revision manual
1,6,2,4,1,2,2,4,2,23,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.4394198819128255,Revision manual
1,9,2,7,1,3,3,3,3,28,3,1,1,1,1,1,0,1,0,0,1,0,1,0,2,1,0.6175015820126922,Rechazado
4,6,2,12,5,1,3,4,2,36,3,1,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0.041314350768350126,Aprobado automatico
2,18,4,12,1,3,4,2,3,33,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.18601510993018788,Aprobado automatico
1,18,0,31,1,2,2,4,2,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0.8381809031132772,Rechazado
4,39,2,26,3,3,3,4,3,24,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.14699534450400195,Aprobado automatico
3,24,2,52,1,4,3,2,3,25,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.48917532173024636,Revision manual
2,12,2,10,2,4,3,4,1,39,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.18643530000899694,Aprobado automatico
1,15,4,15,1,5,3,4,3,44,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0.18282981516218477,Aprobado automatico
2,12,4,36,1,3,2,1,1,23,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.1686026276169253,Aprobado automatico
2,24,2,12,1,2,3,1,2,26,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0.6728806498191958,Rechazado
1,30,2,36,4,5,2,4,2,57,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0.48853729420796554,Revision manual
4,15,3,10,4,4,2,2,2,30,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.06276913749858781,Aprobado automatico
4,12,4,12,3,3,3,4,1,44,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,0,0.045546878153671484,Aprobado automatico
2,6,3,12,1,1,3,4,2,47,3,1,1,2,1,1,0,1,0,0,1,0,0,0,2,1,0.27815275115120736,Aprobado automatico
4,12,2,31,1,3,3,4,3,52,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.11437228752571703,Aprobado automatico
4,24,2,38,1,5,2,4,4,62,3,1,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0.14594983289302413,Aprobado automatico
4,10,2,14,2,3,3,2,1,35,3,1,1,1,2,1,0,1,0,1,0,0,1,0,1,0,0.09027347158213996,Aprobado automatico
4,6,2,35,1,3,3,3,2,26,3,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0.07658694441380397,Aprobado automatico
4,12,4,19,1,5,3,2,4,26,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.0571747506404745,Aprobado automatico
2,27,0,83,1,5,2,4,4,42,3,2,1,2,1,0,0,1,0,0,0,0,0,0,2,1,0.49359775629147645,Revision manual
4,6,4,12,2,3,2,1,2,27,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.051731053530270514,Aprobado automatico
2,6,2,4,5,5,3,4,2,38,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.08488513874661398,Aprobado automatico
1,12,4,21,1,3,3,2,1,39,3,2,2,1,2,1,0,1,0,1,0,0,1,0,1,0,0.28796630869132805,Aprobado automatico
1,24,2,30,5,3,4,4,3,20,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.3725143020948791,Aprobado automatico
2,36,2,90,2,2,3,1,4,29,3,1,1,2,1,0,0,0,1,1,0,0,0,0,2,1,0.5800537661089719,Rechazado
4,24,4,16,1,4,3,3,2,40,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.08733064186337762,Aprobado automatico
2,18,2,13,1,5,4,2,1,32,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0.05378810630116353,Aprobado automatico
3,6,4,13,2,5,1,4,3,28,3,2,2,2,1,1,0,1,0,0,1,0,0,1,1,0,0.1064504013963628,Aprobado automatico
1,24,2,31,1,2,2,1,2,27,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.8333937855060732,Rechazado
1,36,2,55,1,5,3,4,4,42,3,1,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0.3887382618154872,Aprobado automatico
3,9,2,11,2,5,1,4,1,49,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.12676682631700714,Aprobado automatico
2,24,4,12,2,2,3,4,4,38,1,2,2,1,1,0,0,1,0,0,1,0,0,1,2,1,0.5445431803740742,Revision manual
1,24,2,12,1,2,2,4,2,24,3,1,1,1,1,1,0,1,0,1,0,0,0,1,2,1,0.84194227234278,Rechazado
4,10,2,13,5,3,3,4,2,27,3,1,1,1,1,1,0,0,0,0,1,0,1,0,2,1,0.029473155057022735,Aprobado automatico
3,15,4,24,3,3,3,2,3,36,3,1,1,2,1,0,1,1,0,0,1,0,0,1,1,0,0.03064170652756862,Aprobado automatico
2,15,1,68,2,1,3,2,2,34,3,1,2,2,1,1,0,1,0,0,1,0,0,0,2,1,0.6317272005393582,Rechazado
4,24,2,14,1,3,4,2,2,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.16040382321196198,Aprobado automatico
4,39,2,86,2,5,3,2,3,45,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0.09486360642959932,Aprobado automatico
1,12,2,8,1,4,3,2,1,26,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.5079977534138587,Revision manual
4,36,2,47,1,3,3,2,4,32,3,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0.07371614679374489,Aprobado automatico
3,15,2,27,1,4,3,4,2,26,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0.1555194186650424,Aprobado automatico
2,12,3,6,1,3,4,4,1,20,3,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0.15375860854162823,Aprobado automatico
4,24,2,23,5,2,3,1,2,54,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0.2944198508263375,Aprobado automatico
1,6,4,6,1,4,2,3,2,37,3,2,1,1,2,1,0,1,0,0,1,0,0,1,1,0,0.17826675875648545,Aprobado automatico
1,6,4,14,1,2,3,4,1,40,3,1,2,1,2,1,0,1,0,0,1,0,1,0,1,0,0.18381216141927587,Aprobado automatico
4,36,4,71,1,2,2,4,2,23,3,2,1,2,1,0,0,1,0,1,0,0,0,1,2,1,0.24803643918684082,Aprobado automatico
1,6,2,12,2,5,3,2,2,43,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,0,0.3111376466158637,Aprobado automatico
4,6,4,7,5,5,3,4,4,36,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.010644690506585869,Aprobado automatico
4,24,4,55,1,5,3,4,4,44,3,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.06386124357409848,Aprobado automatico
1,18,2,32,1,3,2,2,1,24,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.5213022473559344,Revision manual
1,48,0,71,1,3,3,4,4,53,3,2,2,1,1,0,0,1,0,0,0,0,0,1,2,1,0.9293352176606023,Rechazado
4,24,2,35,2,4,2,4,3,23,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.09719366173821914,Aprobado automatico
2,18,2,11,1,3,2,4,1,26,3,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0.11917205902667895,Aprobado automatico
2,26,2,80,1,2,3,3,3,30,3,2,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0.5001260166402611,Revision manual
4,15,4,15,2,3,2,3,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.07310198425152056,Aprobado automatico
4,4,4,15,1,4,3,1,1,42,3,2,2,1,1,0,0,1,0,0,1,0,1,0,1,0,0.037132249841317716,Aprobado automatico
1,36,2,23,1,3,1,4,3,31,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0.8392230046167808,Rechazado
1,6,2,7,1,2,3,4,1,41,3,1,2,2,1,1,0,1,0,0,1,0,1,0,1,0,0.4792795275188761,Revision manual
2,36,2,23,1,4,3,1,3,32,3,2,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0.6244711102066461,Rechazado
2,15,2,26,2,3,2,4,3,28,3,2,1,2,1,1,0,1,0,1,0,0,0,1,2,1,0.5762364384390695,Rechazado
4,12,3,15,1,3,4,4,1,41,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0.03772954774852047,Aprobado automatico
4,24,2,13,2,4,4,3,2,26,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.0695897922319872,Aprobado automatico
4,24,2,31,5,2,3,2,3,25,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.18571227137665297,Aprobado automatico
3,21,4,23,1,2,1,1,3,33,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0.33900152139603007,Aprobado automatico
1,6,2,14,5,1,2,3,2,75,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,0,0.44360392855497016,Revision manual
2,18,4,36,1,5,2,4,2,37,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.10928037602982661,Aprobado automatico
1,48,2,78,1,5,3,4,4,42,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,0.8900623913756823,Rechazado
3,18,2,30,1,2,2,1,2,45,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.4725150438526518,Revision manual
2,12,2,15,1,2,4,1,1,23,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0.3354903371516694,Aprobado automatico
4,24,3,20,1,5,3,4,4,60,3,2,1,2,1,1,0,1,0,0,0,0,0,1,1,0,0.11843718067708325,Aprobado automatico
1,30,2,64,5,5,3,4,2,31,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.3875570089752054,Aprobado automatico
3,18,2,29,1,3,3,1,1,34,3,1,2,1,1,0,0,1,0,0,1,0,1,0,2,1,0.2505103902282342,Aprobado automatico
4,12,4,13,1,5,3,4,1,61,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0.08145155729338144,Aprobado automatico
1,24,3,13,1,1,3,2,1,43,3,2,2,1,1,1,0,1,0,0,0,0,0,1,2,1,0.6421373794594916,Rechazado
4,24,4,20,1,3,2,4,3,37,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,0,0.16840539555450704,Aprobado automatico
4,24,2,16,1,4,3,1,3,32,1,1,2,1,1,0,0,1,0,0,1,0,0,1,1,0,0.3393286019721302,Aprobado automatico
1,12,1,6,1,3,2,4,1,24,1,1,1,1,1,0,0,1,0,0,1,0,1,0,2,1,0.6790103894314562,Rechazado
4,48,4,89,5,4,3,1,4,35,3,2,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0.043253929554377034,Aprobado automatico
4,12,4,10,5,4,2,4,1,23,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.022941860772462113,Aprobado automatico
4,6,1,18,3,5,3,4,2,45,1,1,2,1,1,0,0,1,0,0,1,0,1,0,1,0,0.14270701059995594,Aprobado automatico
1,48,2,70,1,4,4,1,1,34,3,2,1,2,1,0,0,0,0,0,1,0,0,1,2,1,0.34858975950675547,Aprobado automatico
2,12,4,20,2,2,3,1,3,27,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0.3454971088576453,Aprobado automatico
2,9,2,12,1,4,2,4,2,67,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0.19981571554742592,Aprobado automatico
2,12,2,13,1,2,3,1,3,22,2,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.48068456894663336,Revision manual
2,18,0,23,2,2,2,3,3,28,3,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.8532461884971309,Rechazado
4,21,0,50,5,3,2,4,2,29,1,2,1,2,1,1,0,1,0,0,1,0,0,1,2,1,0.5434745361466584,Revision manual
1,24,1,36,1,4,3,4,3,27,1,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.8005817434873052,Rechazado
2,18,4,19,1,2,3,2,1,31,3,2,1,1,1,0,0,1,0,0,1,0,1,0,2,1,0.23494585705216295,Aprobado automatico
1,24,2,30,5,5,3,4,4,49,1,1,2,2,1,0,1,1,0,0,0,0,0,1,1,0,0.17501541475971638,Aprobado automatico
1,24,1,15,1,4,3,4,3,24,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,1,0.527110023540287,Revision manual
3,6,3,7,1,2,2,1,2,29,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.2760984882934749,Aprobado automatico
2,36,2,124,5,3,3,4,4,37,3,1,1,2,1,1,0,1,0,0,0,0,0,1,2,1,0.537104361400397,Revision manual
2,24,3,47,5,3,3,2,2,37,1,2,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0.25233298234516055,Aprobado automatico
2,24,3,16,2,4,2,2,2,23,3,2,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0.26905478740174915,Aprobado automatico
1,12,2,14,1,4,1,3,3,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.7049066080387654,Rechazado
4,24,4,26,4,5,3,2,3,34,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.04340172338593676,Aprobado automatico
2,48,2,40,5,4,3,1,3,41,3,2,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0.503442853593148,Revision manual
1,48,2,68,1,3,2,2,3,31,3,1,1,2,1,0,0,1,0,0,1,0,0,1,2,1,0.8257201136411448,Rechazado
1,24,2,32,1,2,2,4,1,23,3,1,1,2,1,0,0,1,0,1,0,0,1,0,2,1,0.586576140667987,Rechazado
4,30,4,60,1,4,3,2,3,38,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0.10391992349910939,Aprobado automatico
4,24,2,54,5,1,2,4,2,26,3,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,0.07416281622408902,Aprobado automatico
1,15,2,8,1,3,2,4,2,22,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.4765684715750463,Revision manual
2,9,2,11,1,5,3,4,3,27,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.23122605133043223,Aprobado automatico
4,15,4,28,1,4,2,3,3,24,1,2,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0.11593531842874996,Aprobado automatico
2,12,2,29,1,4,2,1,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0.27763979322065163,Aprobado automatico
4,24,4,19,5,3,2,2,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0.05247626927926651,Aprobado automatico
2,36,4,28,1,2,1,4,3,27,3,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.7557180424797931,Rechazado
4,24,2,9,1,2,4,3,3,27,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.24657621787897294,Aprobado automatico
2,18,4,11,1,5,3,3,1,30,1,2,1,1,1,1,0,0,0,0,1,0,0,1,2,1,0.12716923374889905,Aprobado automatico
2,12,4,31,1,2,3,3,1,49,1,2,2,1,1,1,0,1,0,0,1,0,1,0,1,0,0.5737160149499306,Rechazado
4,9,2,14,1,3,2,2,1,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0.141168289694027,Aprobado automatico
2,36,2,24,1,2,3,1,4,33,3,1,1,1,1,0,0,1,0,1,0,0,1,0,2,1,0.7712762200817408,Rechazado
4,12,2,21,5,5,2,4,4,52,3,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0.042098343926301816,Aprobado automatico
1,18,2,20,1,3,2,4,1,20,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0.7149456493276864,Rechazado
1,9,4,28,1,3,3,2,1,36,3,2,2,1,1,1,0,1,0,1,0,0,0,1,1,0,0.5004799729470338,Revision manual
1,12,2,13,1,3,3,1,2,21,3,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0.15108634660869577,Aprobado automatico
1,18,2,12,1,3,4,3,1,47,3,1,1,2,1,0,0,1,0,0,1,0,1,0,2,1,0.3143834429280513,Aprobado automatico
1,12,4,22,1,5,3,3,2,60,3,2,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.2231093031961943,Aprobado automatico
1,12,4,4,1,4,2,3,1,58,3,4,1,2,1,0,0,1,0,0,1,0,1,0,1,0,0.23266222746790025,Aprobado automatico
2,24,3,20,5,3,2,4,3,42,3,2,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0.44261908908565345,Revision manual
4,21,2,16,4,5,2,4,1,36,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0.13004724939376824,Aprobado automatico
2,24,2,27,1,3,2,4,2,20,3,1,1,2,1,1,0,1,0,1,0,0,1,0,2,1,0.6116547089044375,Rechazado
1,24,1,14,5,5,3,3,3,40,2,1,1,2,1,0,0,1,0,0,1,0,0,0,2,1,0.3335989647141657,Aprobado automatico
2,6,1,9,2,2,2,1,2,32,2,1,1,1,1,1,0,1,0,0,1,0,1,0,2,1,0.6844935989541799,Rechazado
1,24,2,14,1,4,2,4,3,23,3,2,1,1,1,1,0,1,0,1,0,0,0,1,2,1,0.824376629593497,Rechazado
2,24,0,42,1,3,3,4,1,36,3,3,1,2,1,0,0,1,0,0,1,0,1,0,2,1,0.612387172522107,Rechazado
4,18,4,28,1,4,3,2,2,31,1,2,1,1,1,1,0,1,0,0,1,0,0,1,2,1,0.25511131698028605,Aprobado automatico
4,24,3,39,1,3,3,2,4,32,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.11483374207116111,Aprobado automatico
2,7,2,23,1,2,2,1,1,45,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0.11876486373365629,Aprobado automatico
2,9,2,9,1,3,2,1,2,30,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0.31937792527082554,Aprobado automatico
