Sex,Age_group,Housing,Purpose,Risk_per_purpose,Credit amount,Duration,Financial_profile,Saving accounts,Checking account,Job_type,Duration_estimated,Checking_score,Saving_score,Duration_score,Job_score,Risk_per_purpose_score,Internal_Risk_Score,PD_internal,Decision_credito,Score_version
female,36-45,free,business,bajo riesgo,8318,27,little / moderate,little,moderate,muy cualificado,25-30,0.5,0.75,0.30820346803447984,0.0,0.0,2.55820346803448,0.5001630902908683,Revision manual,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,1237,6,moderate / No_tiene,moderate,,cualificado,0-6,1.0,0.5,0.050697028491100485,0.3,1.0,2.8506970284911004,0.5573495044741635,Revision manual,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,368,6,No_tiene / moderate,,moderate,cualificado,0-6,0.5,1.0,0.050697028491100485,0.3,1.0,2.8506970284911004,0.5573495044741635,Revision manual,Credit_risk_v1
male,36-45,rent,car,bajo riesgo,2122,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,0.0,2.2164711864619298,0.4333498457076301,Aprobado automatico,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,2996,24,No_tiene / little,,little,cualificado,19-24,0.75,1.0,0.26758052058674353,0.3,1.0,4.317580520586743,0.8441449019750977,Rechazado,Credit_risk_v1
male,26-35,rent,furniture/equipment,alto riesgo,9034,36,moderate / moderate,moderate,moderate,muy cualificado,31-36,0.5,0.5,0.43527528164806206,0.0,1.0,3.435275281648062,0.671642393710401,Rechazado,Credit_risk_v1
male,36-45,own,furniture/equipment,alto riesgo,1585,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1301,18,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.18946457081379978,0.6,1.0,3.0394645708138,0.5942560908714036,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1323,6,moderate / rich,moderate,rich,cualificado,0-6,0.0,0.5,0.050697028491100485,0.3,0.0,0.8506970284911004,0.1663226791723014,Aprobado automatico,Credit_risk_v1
female,26-35,own,car,bajo riesgo,3123,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,36-45,free,car,bajo riesgo,5493,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148,Revision manual,Credit_risk_v1
male,46-55,own,radio/TV,alto riesgo,1126,9,moderate / rich,moderate,rich,cualificado,7-12,0.0,0.5,0.0824692444233059,0.3,1.0,1.882469244423306,0.36804798618762025,Aprobado automatico,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,1216,24,moderate / moderate,moderate,moderate,cualificado,19-24,0.5,0.5,0.26758052058674353,0.3,1.0,2.567580520586744,0.5019964298359685,Revision manual,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,1207,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1309,10,No_tiene / No_tiene,,,no cualificado,7-12,1.0,1.0,0.09358387076573756,0.6,0.0,2.6935838707657376,0.5266317748349139,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,2360,15,quite rich / rich,quite rich,rich,cualificado,13-18,0.0,0.25,0.1522335991272839,0.3,0.0,1.702233599127284,0.33280950009445226,Aprobado automatico,Credit_risk_v1
male,26-35,own,car,bajo riesgo,6850,15,moderate / moderate,moderate,moderate,muy cualificado,13-18,0.5,0.5,0.1522335991272839,0.0,0.0,2.1522335991272836,0.4207905357873712,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1413,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,8588,39,moderate / No_tiene,moderate,,muy cualificado,37-42,1.0,0.5,0.4791577674336024,0.0,0.0,2.9791577674336023,0.5824653019364725,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,759,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508,Aprobado automatico,Credit_risk_v1
male,26-35,free,car,bajo riesgo,4686,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,0.0,3.185275281648062,0.6227640405476683,Revision manual,Credit_risk_v1
male,26-35,rent,business,bajo riesgo,2687,15,little / rich,little,rich,cualificado,13-18,0.0,0.75,0.1522335991272839,0.3,0.0,2.202233599127284,0.4305662064199178,Aprobado automatico,Credit_risk_v1
male,0-25,rent,radio/TV,alto riesgo,585,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
male,46-55,own,car,bajo riesgo,2255,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684,Revision manual,Credit_risk_v1
female,36-45,own,car,bajo riesgo,609,6,little / little,little,little,cualificado,0-6,0.75,0.75,0.050697028491100485,0.3,0.0,1.8506970284911006,0.3618360918232325,Aprobado automatico,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1361,6,little / little,little,little,no cualificado,0-6,0.75,0.75,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185,Aprobado automatico,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,7127,36,little / No_tiene,little,,cualificado,31-36,1.0,0.75,0.43527528164806206,0.3,1.0,4.485275281648062,0.8769314769938786,Rechazado,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1203,6,moderate / little,moderate,little,cualificado,0-6,0.75,0.5,0.050697028491100485,0.3,0.0,1.6006970284911006,0.31295773866049975,Aprobado automatico,Credit_risk_v1
male,36-45,free,radio/TV,alto riesgo,700,6,No_tiene / No_tiene,,,cualificado,0-6,1.0,1.0,0.050697028491100485,0.3,1.0,3.3506970284911004,0.655106210799629,Rechazado,Credit_risk_v1
male,36-45,free,repairs,bajo riesgo,5507,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
female,0-25,own,radio/TV,alto riesgo,3190,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,3.9894645708137997,0.7799938328897881,Rechazado,Credit_risk_v1
male,46-55,free,furniture/equipment,alto riesgo,7119,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,1.0,4.414738607654485,0.8631406111443483,Rechazado,Credit_risk_v1
female,0-25,own,car,bajo riesgo,3488,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,1113,18,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.18946457081379978,0.6,1.0,3.0394645708138,0.5942560908714036,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,7966,26,little / moderate,little,moderate,cualificado,25-30,0.5,0.75,0.29455677879896436,0.3,0.0,2.8445567787989643,0.5561490033023252,Revision manual,Credit_risk_v1
female,26-35,own,education,bajo riesgo,1532,15,moderate / No_tiene,moderate,,cualificado,13-18,1.0,0.5,0.1522335991272839,0.3,0.0,1.952233599127284,0.381687853257185,Aprobado automatico,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,1503,4,little / No_tiene,little,,no cualificado,0-6,1.0,0.75,0.031165420706838875,0.6,1.0,3.381165420706839,0.6610631901397152,Rechazado,Credit_risk_v1
male,26-35,rent,radio/TV,alto riesgo,2302,36,little / little,little,little,cualificado,31-36,0.75,0.75,0.43527528164806206,0.3,1.0,3.235275281648062,0.6325397111802148,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,662,6,little / little,little,little,no cualificado,0-6,0.75,0.75,0.050697028491100485,0.6,0.0,2.1506970284911007,0.42049011561851185,Aprobado automatico,Credit_risk_v1
male,26-35,own,education,bajo riesgo,2273,36,little / moderate,little,moderate,cualificado,31-36,0.5,0.75,0.43527528164806206,0.3,0.0,1.985275281648062,0.388147945366551,Aprobado automatico,Credit_risk_v1
female,26-35,rent,car,bajo riesgo,2631,15,moderate / moderate,moderate,moderate,cualificado,13-18,0.5,0.5,0.1522335991272839,0.3,0.0,2.4522335991272834,0.4794445595826505,Aprobado automatico,Credit_risk_v1
male,36-45,rent,car,bajo riesgo,1503,12,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.11647118646192987,0.3,0.0,2.16647118646193,0.42357417507508355,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1311,24,moderate / No_tiene,moderate,,cualificado,19-24,1.0,0.5,0.26758052058674353,0.3,1.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,3105,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,1.0,4.567580520586743,0.8930232551378305,Rechazado,Credit_risk_v1
male,26-35,rent,education,bajo riesgo,2319,21,little / rich,little,rich,cualificado,19-24,0.0,0.75,0.22796289202471912,0.3,0.0,1.277962892024719,0.24985888626100616,Aprobado automatico,Credit_risk_v1
female,66+,own,car,bajo riesgo,1374,6,No_tiene / little,,little,muy cualificado,0-6,0.75,1.0,0.050697028491100485,0.0,0.0,1.8006970284911006,0.3520604211906859,Aprobado automatico,Credit_risk_v1
female,36-45,own,furniture/equipment,alto riesgo,3612,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,1.0,3.7394645708137997,0.7311154797270553,Rechazado,Credit_risk_v1
male,36-45,free,car,bajo riesgo,7763,48,little / little,little,little,muy cualificado,43-48,0.75,0.75,0.6147386076544852,0.0,0.0,3.114738607654485,0.6089731746981378,Revision manual,Credit_risk_v1
female,36-45,own,furniture/equipment,alto riesgo,3049,18,little / rich,little,rich,no cualificado,13-18,0.0,0.75,0.18946457081379978,0.6,1.0,3.5394645708138,0.6920127971968691,Rechazado,Credit_risk_v1
male,0-25,rent,radio/TV,alto riesgo,1534,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
male,56-65,free,car,bajo riesgo,2032,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567,Aprobado automatico,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,6350,30,No_tiene / little,,little,cualificado,25-30,0.75,1.0,0.34974096978557817,0.3,1.0,4.399740969785578,0.8602083717828953,Rechazado,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,2864,18,little / rich,little,rich,no cualificado,13-18,0.0,0.75,0.18946457081379978,0.6,1.0,3.5394645708138,0.6920127971968691,Rechazado,Credit_risk_v1
male,56-65,own,car,bajo riesgo,1255,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,0.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
male,36-45,free,car,bajo riesgo,1333,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286,Aprobado automatico,Credit_risk_v1
female,36-45,own,car,bajo riesgo,2022,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,2.3175805205867435,0.45311807667323567,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1552,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,1.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
female,0-25,own,radio/TV,alto riesgo,626,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612,Revision manual,Credit_risk_v1
male,26-35,free,car,bajo riesgo,8858,48,No_tiene / No_tiene,,,cualificado,43-48,1.0,1.0,0.6147386076544852,0.3,0.0,3.914738607654485,0.7653839048188826,Rechazado,Credit_risk_v1
female,0-25,own,repairs,bajo riesgo,996,12,No_tiene / No_tiene,,,cualificado,7-12,1.0,1.0,0.11647118646192987,0.3,0.0,2.41647118646193,0.4724525282378163,Aprobado automatico,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,1750,6,quite rich / No_tiene,quite rich,,no cualificado,0-6,1.0,0.25,0.050697028491100485,0.6,1.0,2.9006970284911007,0.5671251751067101,Revision manual,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,6999,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,1.0,4.414738607654485,0.8631406111443483,Rechazado,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1995,12,moderate / moderate,moderate,moderate,cualificado,7-12,0.5,0.5,0.11647118646192987,0.3,0.0,1.41647118646193,0.2769391155868853,Aprobado automatico,Credit_risk_v1
female,66+,own,education,bajo riesgo,1199,9,little / moderate,little,moderate,muy cualificado,7-12,0.5,0.75,0.0824692444233059,0.0,0.0,1.332469244423306,0.26051560922960815,Aprobado automatico,Credit_risk_v1
male,0-25,own,radio/TV,alto riesgo,1331,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
female,26-35,own,car,bajo riesgo,2278,18,moderate / moderate,moderate,moderate,cualificado,13-18,0.5,0.5,0.18946457081379978,0.3,0.0,1.4894645708138,0.2912103012624604,Aprobado automatico,Credit_risk_v1
female,26-35,own,car,bajo riesgo,5003,21,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.22796289202471912,0.3,0.0,3.527962892024719,0.6897640647256011,Rechazado,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,3552,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,1.0,4.067580520586743,0.7952665488123649,Rechazado,Credit_risk_v1
male,26-35,own,furniture/equipment,alto riesgo,1928,18,little / moderate,little,moderate,no cualificado,13-18,0.5,0.75,0.18946457081379978,0.6,1.0,3.0394645708138,0.5942560908714036,Revision manual,Credit_risk_v1
male,46-55,free,car,bajo riesgo,2964,24,No_tiene / little,,little,cualificado,19-24,0.75,1.0,0.26758052058674353,0.3,0.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
male,0-25,rent,radio/TV,alto riesgo,1546,24,little / little,little,little,no cualificado,19-24,0.75,0.75,0.26758052058674353,0.6,1.0,3.3675805205867437,0.6584071599567133,Rechazado,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,683,6,little / rich,little,rich,cualificado,0-6,0.0,0.75,0.050697028491100485,0.3,1.0,2.1006970284911004,0.41071444498596527,Aprobado automatico,Credit_risk_v1
male,36-45,free,car,bajo riesgo,12389,36,No_tiene / moderate,,moderate,cualificado,31-36,0.5,1.0,0.43527528164806206,0.3,0.0,3.235275281648062,0.6325397111802148,Revision manual,Credit_risk_v1
male,36-45,own,business,bajo riesgo,4712,24,No_tiene / moderate,,moderate,muy cualificado,19-24,0.5,1.0,0.26758052058674353,0.0,0.0,2.7675805205867436,0.5410991123661547,Revision manual,Credit_risk_v1
female,0-25,rent,radio/TV,alto riesgo,1553,24,moderate / moderate,moderate,moderate,cualificado,19-24,0.5,0.5,0.26758052058674353,0.3,1.0,2.567580520586744,0.5019964298359685,Revision manual,Credit_risk_v1
male,36-45,own,car,bajo riesgo,1372,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,0.0,1.91647118646193,0.3746958219123508,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,2578,24,rich / No_tiene,rich,,cualificado,19-24,1.0,0.0,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995,Rechazado,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,3979,48,No_tiene / moderate,,moderate,cualificado,43-48,0.5,1.0,0.6147386076544852,0.3,1.0,4.414738607654485,0.8631406111443483,Rechazado,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,6758,48,little / little,little,little,cualificado,43-48,0.75,0.75,0.6147386076544852,0.3,1.0,4.414738607654485,0.8631406111443483,Rechazado,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,3234,24,little / little,little,little,no cualificado,19-24,0.75,0.75,0.26758052058674353,0.6,1.0,4.367580520586744,0.8539205726076444,Rechazado,Credit_risk_v1
male,36-45,own,radio/TV,alto riesgo,5954,30,little / No_tiene,little,,cualificado,25-30,1.0,0.75,0.34974096978557817,0.3,1.0,4.399740969785578,0.8602083717828953,Rechazado,Credit_risk_v1
female,26-35,rent,car,bajo riesgo,5433,24,No_tiene / No_tiene,,,muy cualificado,19-24,1.0,1.0,0.26758052058674353,0.0,0.0,3.2675805205867436,0.6388558186916202,Revision manual,Credit_risk_v1
female,0-25,own,business,bajo riesgo,806,15,little / little,little,little,no cualificado,13-18,0.75,0.75,0.1522335991272839,0.6,0.0,2.2522335991272837,0.4403418770524643,Aprobado automatico,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,1082,9,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.0824692444233059,0.6,1.0,2.932469244423306,0.5733370694710979,Revision manual,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,2788,15,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.1522335991272839,0.3,1.0,4.2022335991272834,0.8215930317217799,Rechazado,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,2930,12,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.11647118646192987,0.3,1.0,3.66647118646193,0.7168442940514802,Rechazado,Credit_risk_v1
female,26-35,own,education,bajo riesgo,1927,24,No_tiene / No_tiene,,,cualificado,19-24,1.0,1.0,0.26758052058674353,0.3,0.0,2.5675805205867435,0.5019964298359684,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,2820,36,little / moderate,little,moderate,cualificado,31-36,0.5,0.75,0.43527528164806206,0.3,0.0,2.985275281648062,0.583661358017482,Revision manual,Credit_risk_v1
male,26-35,own,education,bajo riesgo,937,24,little / No_tiene,little,,no cualificado,19-24,1.0,0.75,0.26758052058674353,0.6,0.0,2.6175805205867437,0.5117721004685151,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1056,18,little / moderate,little,moderate,cualificado,13-18,0.5,0.75,0.18946457081379978,0.3,0.0,1.7394645708138,0.3400886544251932,Aprobado automatico,Credit_risk_v1
male,46-55,own,car,bajo riesgo,3124,12,little / moderate,little,moderate,no cualificado,7-12,0.5,0.75,0.11647118646192987,0.6,0.0,2.96647118646193,0.5799849051958285,Revision manual,Credit_risk_v1
female,26-35,rent,furniture/equipment,alto riesgo,1388,9,little / No_tiene,little,,cualificado,7-12,1.0,0.75,0.0824692444233059,0.3,1.0,3.132469244423306,0.6124397520012841,Revision manual,Credit_risk_v1
male,26-35,rent,repairs,bajo riesgo,2384,36,little / moderate,little,moderate,no cualificado,31-36,0.5,0.75,0.43527528164806206,0.6,0.0,3.285275281648062,0.6423153818127614,Revision manual,Credit_risk_v1
female,46-55,free,car,bajo riesgo,2133,12,No_tiene / No_tiene,,,muy cualificado,7-12,1.0,1.0,0.11647118646192987,0.0,0.0,2.11647118646193,0.413798504442537,Aprobado automatico,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,2039,18,little / little,little,little,cualificado,13-18,0.75,0.75,0.18946457081379978,0.3,1.0,2.9894645708137997,0.584480420238857,Revision manual,Credit_risk_v1
male,36-45,rent,car,bajo riesgo,2799,9,little / little,little,little,cualificado,7-12,0.75,0.75,0.0824692444233059,0.3,0.0,2.882469244423306,0.5635613988385514,Revision manual,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,1289,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612,Revision manual,Credit_risk_v1
male,46-55,own,domestic appliances,alto riesgo,1217,18,little / little,little,little,no cualificado,13-18,0.75,0.75,0.18946457081379978,0.6,1.0,3.2894645708138,0.6431344440341363,Revision manual,Credit_risk_v1
male,56-65,own,furniture/equipment,alto riesgo,2246,12,little / little,little,little,cualificado,7-12,0.75,0.75,0.11647118646192987,0.3,1.0,2.91647118646193,0.5702092345632819,Revision manual,Credit_risk_v1
female,56-65,own,radio/TV,alto riesgo,385,12,little / little,little,little,no cualificado,7-12,0.75,0.75,0.11647118646192987,0.6,1.0,3.2164711864619298,0.6288632583585612,Revision manual,Credit_risk_v1
female,36-45,rent,car,bajo riesgo,1965,24,No_tiene / moderate,,moderate,cualificado,19-24,0.5,1.0,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286,Aprobado automatico,Credit_risk_v1
female,36-45,own,business,bajo riesgo,1572,21,rich / No_tiene,rich,,no cualificado,19-24,1.0,0.0,0.22796289202471912,0.6,0.0,1.8279628920247193,0.3573912632190183,Aprobado automatico,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,2718,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,0.0,3.1175805205867437,0.6095288067939806,Revision manual,Credit_risk_v1
male,36-45,own,vacation/others,alto riesgo,1358,24,No_tiene / little,,little,muy cualificado,19-24,0.75,1.0,0.26758052058674353,0.0,1.0,3.0175805205867436,0.5899774655288874,Revision manual,Credit_risk_v1
female,26-35,own,car,bajo riesgo,931,6,moderate / moderate,moderate,moderate,no cualificado,0-6,0.5,0.5,0.050697028491100485,0.6,0.0,1.6506970284911007,0.3227334092930463,Aprobado automatico,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,1442,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,2.0675805205867435,0.40423972351050286,Aprobado automatico,Credit_risk_v1
male,36-45,own,business,bajo riesgo,4241,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,0.0,3.1175805205867437,0.6095288067939806,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,2775,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
male,26-35,free,business,bajo riesgo,3863,24,little / No_tiene,little,,cualificado,19-24,1.0,0.75,0.26758052058674353,0.3,0.0,3.3175805205867435,0.6486314893241667,Revision manual,Credit_risk_v1
female,36-45,own,radio/TV,alto riesgo,2329,7,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.060998429322433954,0.3,1.0,3.610998429322434,0.705998625993981,Rechazado,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,918,9,little / moderate,little,moderate,cualificado,7-12,0.5,0.75,0.0824692444233059,0.3,1.0,2.632469244423306,0.5146830456758186,Revision manual,Credit_risk_v1
female,26-35,free,education,bajo riesgo,1837,24,little / moderate,little,moderate,no cualificado,19-24,0.5,0.75,0.26758052058674353,0.6,0.0,2.1175805205867437,0.4140153941430495,Aprobado automatico,Credit_risk_v1
female,26-35,own,furniture/equipment,alto riesgo,3349,36,little / No_tiene,little,,muy cualificado,31-36,1.0,0.75,0.43527528164806206,0.0,1.0,4.185275281648062,0.8182774531985993,Rechazado,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,1275,10,little / rich,little,rich,cualificado,7-12,0.0,0.75,0.09358387076573756,0.3,1.0,2.1435838707657373,0.4190993978769017,Aprobado automatico,Credit_risk_v1
male,0-25,own,furniture/equipment,alto riesgo,2828,24,quite rich / little,quite rich,little,cualificado,19-24,0.75,0.25,0.26758052058674353,0.3,1.0,3.5675805205867435,0.6975098424868995,Rechazado,Credit_risk_v1
male,66+,own,business,bajo riesgo,4526,24,little / No_tiene,little,,muy cualificado,19-24,1.0,0.75,0.26758052058674353,0.0,0.0,3.0175805205867436,0.5899774655288874,Revision manual,Credit_risk_v1
female,46-55,free,radio/TV,alto riesgo,2671,36,moderate / moderate,moderate,moderate,cualificado,31-36,0.5,0.5,0.43527528164806206,0.3,1.0,3.735275281648062,0.7302964175056803,Rechazado,Credit_risk_v1
male,26-35,own,radio/TV,alto riesgo,2051,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
male,36-45,free,car,bajo riesgo,1300,15,No_tiene / No_tiene,,,cualificado,13-18,1.0,1.0,0.1522335991272839,0.3,0.0,2.4522335991272834,0.4794445595826505,Aprobado automatico,Credit_risk_v1
female,0-25,own,domestic appliances,alto riesgo,741,12,moderate / little,moderate,little,cualificado,7-12,0.75,0.5,0.11647118646192987,0.3,1.0,2.66647118646193,0.5213308814005491,Revision manual,Credit_risk_v1
female,46-55,free,car,bajo riesgo,1240,10,moderate / rich,moderate,rich,no cualificado,7-12,0.0,0.5,0.09358387076573756,0.6,0.0,1.1935838707657376,0.23336165585851726,Aprobado automatico,Credit_risk_v1
female,26-35,own,radio/TV,alto riesgo,3357,21,rich / little,rich,little,cualificado,19-24,0.75,0.0,0.22796289202471912,0.3,1.0,3.277962892024719,0.6408857115628683,Revision manual,Credit_risk_v1
female,0-25,rent,car,bajo riesgo,3632,24,little / little,little,little,cualificado,19-24,0.75,0.75,0.26758052058674353,0.3,0.0,3.0675805205867435,0.599753136161434,Revision manual,Credit_risk_v1
female,0-25,own,furniture/equipment,alto riesgo,1808,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,1.0,3.2394645708137997,0.6333587734015897,Revision manual,Credit_risk_v1
male,46-55,own,business,bajo riesgo,12204,48,No_tiene / moderate,,moderate,muy cualificado,43-48,0.5,1.0,0.6147386076544852,0.0,0.0,3.114738607654485,0.6089731746981378,Revision manual,Credit_risk_v1
male,26-35,free,radio/TV,alto riesgo,9157,60,No_tiene / moderate,,moderate,muy cualificado,55-60,0.5,1.0,0.8034937533355228,0.0,1.0,4.303493753335523,0.8413907500365924,Rechazado,Credit_risk_v1
male,36-45,rent,car,bajo riesgo,3676,6,little / little,little,little,cualificado,0-6,0.75,0.75,0.050697028491100485,0.3,0.0,2.8506970284911004,0.5573495044741635,Revision manual,Credit_risk_v1
female,0-25,rent,furniture/equipment,alto riesgo,3441,30,moderate / moderate,moderate,moderate,cualificado,25-30,0.5,0.5,0.34974096978557817,0.3,1.0,3.649740969785578,0.7135733122946971,Rechazado,Credit_risk_v1
male,46-55,own,car,bajo riesgo,640,12,little / No_tiene,little,,no cualificado,7-12,1.0,0.75,0.11647118646192987,0.6,0.0,2.4664711864619298,0.48222819887036283,Aprobado automatico,Credit_risk_v1
male,26-35,own,business,bajo riesgo,3652,21,little / moderate,little,moderate,cualificado,19-24,0.5,0.75,0.22796289202471912,0.3,0.0,2.777962892024719,0.5431290052374028,Revision manual,Credit_risk_v1
male,26-35,own,car,bajo riesgo,1530,18,little / No_tiene,little,,cualificado,13-18,1.0,0.75,0.18946457081379978,0.3,0.0,2.2394645708137997,0.43784536075065866,Aprobado automatico,Credit_risk_v1
